,fire_name,veg_label
38906,CLAUDE ROGERS,Polar Desert/Rock/Ice
38914,SLAUGHTER HOUSE,Temperate Evergreen Needleleaf Forest TmpENF
38920,RL288,Polar Desert/Rock/Ice
38923,APPLE,Other
38930,CANEY FLAT,Open Shrubland
38932,GOLDSTONE,Polar Desert/Rock/Ice
38939,BUCKHORN,Polar Desert/Rock/Ice
38940,DARK,Secondary Tropical Evergreen Broadleaf Forest
38942,20236,Secondary Tropical Evergreen Broadleaf Forest
38944,UNNAMED FIRE 0372,Polar Desert/Rock/Ice
38946,FOX HUNTERS KNOB #3,Other
38949,EAGLE CREEK,Polar Desert/Rock/Ice
38952,25TH DRIVE (24-4),Open Shrubland
38963,FLASH LAKE,Polar Desert/Rock/Ice
38967,1.01201E+13,Open Shrubland
38977,HONEYMOON FR,Secondary Tropical Evergreen Broadleaf Forest
38978,SMITH I,Secondary Tropical Evergreen Broadleaf Forest
38981,UTE TRAIL,Other
38983,FM 109 COMPLEX,Open Shrubland
38987,OTA 57,C3 Grassland/Steppe
38998,DRY CREEK,C3 Grassland/Steppe
39000,FOIL,Polar Desert/Rock/Ice
39003,GUNTLEY,Other
39004,DAHLBERG,Polar Desert/Rock/Ice
39017,DAVENPORT PLACE FIRE,Polar Desert/Rock/Ice
39021,WEED,Polar Desert/Rock/Ice
39031,PLUTO ROAD,Other
39032,JURASSIC,Secondary Tropical Evergreen Broadleaf Forest
39033,ANNUAL,Polar Desert/Rock/Ice
39036,CONCHO,Secondary Tropical Evergreen Broadleaf Forest
39047,BIG HOLE,Polar Desert/Rock/Ice
39048,STAIRS II,Other
39051,BIG COULEE,Polar Desert/Rock/Ice
39055,SWATHER FIRE,Polar Desert/Rock/Ice
39065,BROKEN,Secondary Tropical Evergreen Broadleaf Forest
39067,2015021,Other
39068,2760 SIGNAL PEAK RD.,C3 Grassland/Steppe
39074,BTT NE 51,Other
39089,ELANORE AGAIN,Polar Desert/Rock/Ice
39091,OTHER FIRE 4,Other
39092,FY2000-MCINTOSH-097,Open Shrubland
39093,HILLBERRY,Desert
39105,DELAMAR,Other
39108,THIRTY NINE,Polar Desert/Rock/Ice
39110,FY2014-CHATTOOGA-045,Secondary Tropical Evergreen Broadleaf Forest
39112,COYOTE,Polar Desert/Rock/Ice
39117,RL206,Polar Desert/Rock/Ice
39118,PALUKA X2 FIRE #2,Open Shrubland
39133,COPPER 3,Secondary Tropical Evergreen Broadleaf Forest
39138,FY2002-WALKER-067,Secondary Tropical Evergreen Broadleaf Forest
39146,DIANE,C3 Grassland/Steppe
39147,PUSH,C3 Grassland/Steppe
39148,ALERIDGE FIRE,Open Shrubland
39152,WINDOWROCK,Polar Desert/Rock/Ice
39153,FY2015-WAYNE-046,Open Shrubland
39171,RED,Secondary Tropical Evergreen Broadleaf Forest
39172,KING MOUNTIAN,Polar Desert/Rock/Ice
39177,53 CREEKWOOD,Open Shrubland
39181,HORSESHOE,Polar Desert/Rock/Ice
39182,DEEP LAKE,Polar Desert/Rock/Ice
39184,BUTTE CREEK,Polar Desert/Rock/Ice
39186,RENDEZOUS,Temperate Evergreen Needleleaf Forest TmpENF
39191,21 CREW,Secondary Tropical Evergreen Broadleaf Forest
39194,RED LAKE 561,Polar Desert/Rock/Ice
39197,POWER DAM,Other
39198,SILVER,Other
39204,GRAMBAUER MOUNTAIN,Polar Desert/Rock/Ice
39207,BLUEBERRY,Temperate Evergreen Needleleaf Forest TmpENF
39213,WETJEN LANE FIRE,Open Shrubland
39214,LIGHT 39,Polar Desert/Rock/Ice
39215,ECHO,Temperate Evergreen Needleleaf Forest TmpENF
39221,INDIAN,Secondary Tropical Evergreen Broadleaf Forest
39224,LAST DAY,Secondary Tropical Evergreen Broadleaf Forest
39225,BEESTING,Other
39226,SANDY FIELD FIRE,Polar Desert/Rock/Ice
39231,GREENBRIER ROAD,Other
39234,SABADAN,Polar Desert/Rock/Ice
39238,DORIS BUTTE,Polar Desert/Rock/Ice
39246,WHITE BEAR,Polar Desert/Rock/Ice
39260,STEAMY POINT,Other
39261,ST.ANNS,Polar Desert/Rock/Ice
39262,BROCK S,Polar Desert/Rock/Ice
39263,TODD FARM ROAD,Secondary Tropical Evergreen Broadleaf Forest
39268,WF- 64 BREAK 8,Open Shrubland
39274,KELLY CRK,Polar Desert/Rock/Ice
39280,STIFF ROCK,Polar Desert/Rock/Ice
39287,NEWVILLE,Other
39288,GRASSY FORK,Other
39289,NAMINGHA,Polar Desert/Rock/Ice
39290,LOWRY RUIN,Other
39298,STERLING AV  HIGHLAND 236,Secondary Tropical Evergreen Broadleaf Forest
39304,NE 30022,Other
39305,BLANCA,Polar Desert/Rock/Ice
39306,POLE CAT,Secondary Tropical Evergreen Broadleaf Forest
39313,TOPAZ,Polar Desert/Rock/Ice
39318,MON3598035,Secondary Tropical Evergreen Broadleaf Forest
39320,DALY 1,Polar Desert/Rock/Ice
39322,SMOKEY,Other
39323,380,Other
39325,FORT FAIRFIELD,Polar Desert/Rock/Ice
39332,ESTATE,Polar Desert/Rock/Ice
39334,THOMPSON,C3 Grassland/Steppe
39339,FY2013-BERRIEN-006,Open Shrubland
39344,PINE CREEK # 3,Polar Desert/Rock/Ice
39346,AUSTIN,Open Shrubland
39347,KUDU,Secondary Tropical Evergreen Broadleaf Forest
39348,EAST RIVER (12),Open Shrubland
39352,MONUMENT,Other
39355,HURDLE 2,Secondary Tropical Evergreen Broadleaf Forest
39357,CHINA,Secondary Tropical Evergreen Broadleaf Forest
39360,DANSKIN,Polar Desert/Rock/Ice
39366,ORCHARD,Secondary Tropical Evergreen Broadleaf Forest
39374,LINDELL,Secondary Tropical Evergreen Broadleaf Forest
39378,SCARBOROGH FIRE,Open Shrubland
39381,RIVERVIEW,Other
39383,INDEPENDNC,Desert
39390,OLD AGENCY,Polar Desert/Rock/Ice
39395,GOODWILL HOLLOW,Other
39402,BIGFOOT,Open Shrubland
39409,SIERRA,Other
39414,BEACH,Other
39428,BUCKHORN,Open Shrubland
39431,NORTH BRADY FIRE,Other
39436,BOOTS,C3 Grassland/Steppe
39439,LIMESTONE 1,Polar Desert/Rock/Ice
39442,LOCUST,Other
39446,BLACK,Other
39454,CUTTERS 2,Other
39460,SHEEP CREEK,Polar Desert/Rock/Ice
39463,IF YOU REALLY KNEW!,Polar Desert/Rock/Ice
39467,NARROWS,Desert
39477,BILL LUNDY RD (46),Open Shrubland
39489,BIG POOL,Other
39491,MARY,Polar Desert/Rock/Ice
39503,30518,Polar Desert/Rock/Ice
39504,STRAIT,Secondary Tropical Evergreen Broadleaf Forest
39507,1.09201E+13,Open Shrubland
39514,WILDCAT,Secondary Tropical Evergreen Broadleaf Forest
39519,11100,Other
39525,SOUTH LOVE,Other
39528,QUAKING,Open Shrubland
39529,BANANA FIRE (13),Open Shrubland
39542,FAIRFIELD ELM,Polar Desert/Rock/Ice
39552,FRITCH 2,Polar Desert/Rock/Ice
39555,RELFE,Other
39557,JOHNSON CREEK,Polar Desert/Rock/Ice
39558,HONEY BUNCH #2,Polar Desert/Rock/Ice
39563,MCGEE CRK.,Polar Desert/Rock/Ice
39575,ZARSKY'S LUMBER,Open Shrubland
39576,RIVER,Polar Desert/Rock/Ice
39577,"COUNTY RD 51, AL",Open Shrubland
39580,CANYON,Secondary Tropical Evergreen Broadleaf Forest
39583,HWY 262 REKINDLE,Polar Desert/Rock/Ice
39589,OAK SPRING,Polar Desert/Rock/Ice
39594,CENTERVILLE RD,Desert
39605,FY2001-MITCHELL-048,Open Shrubland
39613,SW 207 AVE,Open Shrubland
39614,HEATHER HOLLOW,Other
39616,NEW GRADE  (24-6) ,Open Shrubland
39618,SHAVERS FORK,Other
39624,BF 6,C3 Grassland/Steppe
39627,MDF105,Polar Desert/Rock/Ice
39631,POOLE LANE,Polar Desert/Rock/Ice
39632,30420,Polar Desert/Rock/Ice
39639,300,Polar Desert/Rock/Ice
39640,RENSHAW,C3 Grassland/Steppe
39645,FY2011-CRAWFORD-047,Open Shrubland
39651,BLUE OAK,Other
39652,A1305059,C3 Grassland/Steppe
39655,DEERFOOT,Polar Desert/Rock/Ice
39669,ADOBE,Open Shrubland
39670,COUNTY,Other
39678,S BULLDOG,Other
39680,HIGH DIKE,C3 Grassland/Steppe
39681,WANO,Other
39691,CASPEN,C3 Grassland/Steppe
39693,FY2000-BIBB-033,Open Shrubland
39694,VOLCAN,Secondary Tropical Evergreen Broadleaf Forest
39698,LONG RIDGE 2,Other
39700,6348,Secondary Tropical Evergreen Broadleaf Forest
39705,AIRPORT,Other
39707,RL122,Polar Desert/Rock/Ice
39709,TELOGIA SOUTH (39),Open Shrubland
39719,UNNAMED FIRE 0923,Polar Desert/Rock/Ice
39726,RIVER,Other
39729,FY2001-WILKINSON-040,Open Shrubland
39732,GOVERNOR HILL (15),Open Shrubland
39734,OR-BFZ-2173,C3 Grassland/Steppe
39743,FY2013-RANDOLPH-003,Open Shrubland
39751,GFX ASSIST 10,Other
39759,SEMINOLEOP,Open Shrubland
39764,"4034 JACKSON TRACE RD, AL",Secondary Tropical Evergreen Broadleaf Forest
39770,ACROSS FROM DUNLOW VFD,Other
39773,20079,Secondary Tropical Evergreen Broadleaf Forest
39778,9186,Open Shrubland
39781,MP 310,Polar Desert/Rock/Ice
39783,SWAMP FOX HWY,Secondary Tropical Evergreen Broadleaf Forest
39787,FY2011-CRAWFORD-032,Open Shrubland
39791,SUMMIT #2,Secondary Tropical Evergreen Broadleaf Forest
39792,FY2011-SCREVEN-109,Open Shrubland
39794,WILLIS ROAD,Polar Desert/Rock/Ice
39796,BEARTRAP,Temperate Evergreen Needleleaf Forest TmpENF
39799,SCARBUROUGH,Secondary Tropical Evergreen Broadleaf Forest
39802,SNAKE FIRE,Open Shrubland
39803,CRYSTAL01,Other
39814,LAVA ROCK,Polar Desert/Rock/Ice
39815,FY2016-SCREVEN-005,Open Shrubland
39817,BLACKJACK CIRCLE (08),Open Shrubland
39829,KNIFECREEK,C3 Grassland/Steppe
39846,PRAIRIE DOG,Polar Desert/Rock/Ice
39850,STEER CREEK 6,Temperate Evergreen Needleleaf Forest TmpENF
39852,BARN OWL,Open Shrubland
39854,FY2002-LEE-035,Open Shrubland
39868,OLD BLUE,Other
39870,POWER LINE,Open Shrubland
39883,BOGGS RUN 2,Other
39893,SING'BRIDG,Polar Desert/Rock/Ice
39895,KITTANNING HOLLOW RD,Polar Desert/Rock/Ice
39901,SLIDE ROCK,Polar Desert/Rock/Ice
39906,HERN,Secondary Tropical Evergreen Broadleaf Forest
39907,LIVINGSTON - 110,Open Shrubland
39914,UNNAMED FIRE 0822,Polar Desert/Rock/Ice
39915,BORROW,Secondary Tropical Evergreen Broadleaf Forest
39928,ARCHIES FORK,Other
39930,DAVIS ROAD-0173  (57),Open Shrubland
39931,EAGLE CREEK,Polar Desert/Rock/Ice
39932,HERMAN,Polar Desert/Rock/Ice
39939,533,Polar Desert/Rock/Ice
39944,CARTER,Other
39951,CHOKE HOLD,C3 Grassland/Steppe
39956,TRACKS,C3 Grassland/Steppe
39957,JACKET,Polar Desert/Rock/Ice
39961,ORANGE,Secondary Tropical Evergreen Broadleaf Forest
39964,30308,Polar Desert/Rock/Ice
39966,RL 082,Polar Desert/Rock/Ice
39967,POSSUM TRACK,Polar Desert/Rock/Ice
39970,CHILDRESS HILL #2,Open Shrubland
39989,TRAIN NO. 1,Open Shrubland
39991,STATE 30140A,Polar Desert/Rock/Ice
39994,BLACKJACK-248,Temperate Evergreen Needleleaf Forest TmpENF
39996,FY2002-DECATUR-093,Open Shrubland
40000,HENDERSON - 93,Open Shrubland
40001,FY2015-LOWNDES-005,Open Shrubland
40002,BURKEHOLOW,Polar Desert/Rock/Ice
40009,TANK CYN,Other
40012,5.72014E+12,Secondary Tropical Evergreen Broadleaf Forest
40014,03-04-325 COUNTY LINE  FIRE-0856,Open Shrubland
40015,RL057,Polar Desert/Rock/Ice
40016,GUNHAMMER,C3 Grassland/Steppe
40023,118895-02222-02252015-1924,Other
40024,TOMBSTONE CREEK,Secondary Tropical Evergreen Broadleaf Forest
40029,LIVINGSTON - 781,Open Shrubland
40031,"181 PARNELL DRIVE, AL",Secondary Tropical Evergreen Broadleaf Forest
40032,OR-MAF-202,Polar Desert/Rock/Ice
40033,R DAYS,C3 Grassland/Steppe
40034,ROCKRIDGE (53),Open Shrubland
40036,BROKEN TILE (53) **,Open Shrubland
40053,HAMMER,Open Shrubland
40054,DEERMTN,Polar Desert/Rock/Ice
40058,"STANLEY RD. N. OF BROOKWOOD, AL",Secondary Tropical Evergreen Broadleaf Forest
40059,POOR FARM RD.,Secondary Tropical Evergreen Broadleaf Forest
40064,CHICO,Secondary Tropical Evergreen Broadleaf Forest
40067,AZURE,Polar Desert/Rock/Ice
40077,WOODVILLE - 76,Open Shrubland
40083,WF-18-JOE KING,Open Shrubland
40087,FY2001-CRAWFORD-014,Open Shrubland
40095,SOUTH KEYS,Other
40105,HOOKER #2,Secondary Tropical Evergreen Broadleaf Forest
40106,MUD HILL,C3 Grassland/Steppe
40113,OSO,Secondary Tropical Evergreen Broadleaf Forest
40117,MAUDE LAKE,Polar Desert/Rock/Ice
40122,FY2011-COLQUITT-068,Open Shrubland
40140,ENGINE,Other
40141,WEST CAMP,Open Shrubland
40144,7093,Open Shrubland
40160,WNA 8,Desert
40162,BARE BUTTE,Polar Desert/Rock/Ice
40164,EAGLE,Polar Desert/Rock/Ice
40165,JACKSON,Other
40166,TIGER 2,Polar Desert/Rock/Ice
40167,WATER TANK,Polar Desert/Rock/Ice
40170,SECOND,Other
40181,6039,Open Shrubland
40189,TELEPHONE,Secondary Tropical Evergreen Broadleaf Forest
40192,ROCKY HOLLOW,Polar Desert/Rock/Ice
40195,PONDEROSA,Other
40206,FISHERMAN CREEK,C3 Grassland/Steppe
40225,4,Polar Desert/Rock/Ice
40234,APACHE,Polar Desert/Rock/Ice
40236,THAE,Open Shrubland
40237,FY2012-CHATTOOGA-004,Secondary Tropical Evergreen Broadleaf Forest
40244,OTA 69,C3 Grassland/Steppe
40248,FY2015-MURRAY-003,Secondary Tropical Evergreen Broadleaf Forest
40255,CANYON FIRE,Desert
40256,FY2002-GLYNN-010,Open Shrubland
40266,RIM ROCK,Polar Desert/Rock/Ice
40277,SOUTH MYSTERY,Other
40280,MURDOCK,C3 Grassland/Steppe
40282,375,Other
40283,HOG SHOOTER,Other
40287,722,Other
40289,KEN PLOT,Open Shrubland
40293,KOKRINES HILLES,Other
40294,CASE COMBINE,Secondary Tropical Evergreen Broadleaf Forest
40296,FY2011-LONG-070,Open Shrubland
40301,COTTON,Polar Desert/Rock/Ice
40305,LIVINGSTON - 933,Open Shrubland
40309,4510,Open Shrubland
40314,SCARY PILE,Open Shrubland
40315,LIVINGSTON - 298,Open Shrubland
40323,KINLEY,Other
40324,BASS CAT,Secondary Tropical Evergreen Broadleaf Forest
40325,ROLLING HILL DRIVE,Other
40335,COONEY,Other
40343,FY2012-CHARLTON-010,Open Shrubland
40345,FY2013-LONG-017,Open Shrubland
40352,GOLD MINE,Polar Desert/Rock/Ice
40358,FIREBIRD,C3 Grassland/Steppe
40364,WALKER BOT,C3 Grassland/Steppe
40371,VAN LEAR (MILLERS CREEK),Other
40373,CYCLONE,Polar Desert/Rock/Ice
40375,BURNT POLLY,Other
40381,FY2002-RANDOLPH-001,Open Shrubland
40384,6098,Open Shrubland
40391,CATAMARAN(35),Open Shrubland
40405,BROWN (49),Open Shrubland
40406,COTTON,Other
40425,CHERRY GROVE 2,C3 Grassland/Steppe
40429,SPRING CR.,Other
40433,GOODWIN RD (03),Open Shrubland
40435,SPRING CREEK,Polar Desert/Rock/Ice
40442,LIVINGSTON - 309,Open Shrubland
40445,ALLEN HOUSING,C3 Grassland/Steppe
40452,MALLOY,Open Shrubland
40460,ALKALI,Temperate Evergreen Needleleaf Forest TmpENF
40464,DOLANS TRAP WFU,Other
40468,WILNER,Polar Desert/Rock/Ice
40474,HELPER,Other
40476,LINDEN - 68,Open Shrubland
40477,RED LAKE 052,Polar Desert/Rock/Ice
40482,FLAT ROCK,Other
40488,MT. PLEASANT ROAD,Other
40491,OLD RT. 75,Other
40496,CINNABAR,Polar Desert/Rock/Ice
40501,RT 92,Other
40507,RL231,Polar Desert/Rock/Ice
40508,MUSKRAT,Polar Desert/Rock/Ice
40513,NEWELLTOWN,Polar Desert/Rock/Ice
40516,BURNETT WF,C3 Grassland/Steppe
40518,BALAKAI MESA 1,Polar Desert/Rock/Ice
40520,CRABTREE,Secondary Tropical Evergreen Broadleaf Forest
40524,THOMISON,Other
40533,301-C,Open Shrubland
40540,SPITTOON,C3 Grassland/Steppe
40542,LOOKING GLASS,Polar Desert/Rock/Ice
40548,CEDAR CREEK,Polar Desert/Rock/Ice
40558,LA CASITA,Open Shrubland
40563,10172,Secondary Tropical Evergreen Broadleaf Forest
40566,ROYBAL,Polar Desert/Rock/Ice
40574,BEAR CREEK,Polar Desert/Rock/Ice
40585,SADDLE RIDGE,Polar Desert/Rock/Ice
40592,FY2001-WAYNE-093,Open Shrubland
40593,WEST FORK RIVER RT. 19,Other
40595,HIGHWAY 58,Polar Desert/Rock/Ice
40598,GRAHAM PK,Polar Desert/Rock/Ice
40599,HOBO,Desert
40605,41-BUCKEYE 1 FIRE-0034,Open Shrubland
40609,SMITH FIRE,Open Shrubland
40610,OTA 124,C3 Grassland/Steppe
40615,LEFFLER  (64),Open Shrubland
40616,LUPE,Polar Desert/Rock/Ice
40617,TOM SOUTH,C3 Grassland/Steppe
40624,MILLER'S RUN,Other
40628,COWHOUSE 07-1,Open Shrubland
40631,BREAKDOWN,Other
40633,FY2000-EARLY-130,Open Shrubland
40637,10096,Other
40642,RL162,Polar Desert/Rock/Ice
40650,DEES,Polar Desert/Rock/Ice
40653,PALLET,Polar Desert/Rock/Ice
40661,BROWN,Secondary Tropical Evergreen Broadleaf Forest
40662,SKYWAY,Other
40663,FY2016-APPLING-008,Open Shrubland
40664,LE FLORE,Secondary Tropical Evergreen Broadleaf Forest
40667,9165,Open Shrubland
40668,FY2011-HARALSON-066,Secondary Tropical Evergreen Broadleaf Forest
40673,BLM1,Polar Desert/Rock/Ice
40679,RL 362,Polar Desert/Rock/Ice
40686,VARGAS,Other
40690,LOGGERHEAD RIDGE,Other
40702,LIMESTONE,Polar Desert/Rock/Ice
40703,LOWER POLLOCK,Other
40721,BUCKHORN,Secondary Tropical Evergreen Broadleaf Forest
40722,ALBRITTON (53),Open Shrubland
40733,SEC36,Polar Desert/Rock/Ice
40734,RYAN,Other
40735,BOTTLE ROCKET,Other
40750,WIDOW CREEK 2,Open Shrubland
40753,JADACK FIRE,C3 Grassland/Steppe
40765,HENDERSON - 399,Open Shrubland
40766,30370,Other
40767,GOOD SADDLE,Polar Desert/Rock/Ice
40768,HENDERSON FIRE,Secondary Tropical Evergreen Broadleaf Forest
40769,COWAND ROAD,Other
40772,WHISKEY,Secondary Tropical Evergreen Broadleaf Forest
40774,NATION,Polar Desert/Rock/Ice
40784,FY2016-CATOOSA-001,Secondary Tropical Evergreen Broadleaf Forest
40788,85TH AVE(42),Open Shrubland
40790,FY2001-BARTOW-031,Secondary Tropical Evergreen Broadleaf Forest
40791,EASTER TWO,C3 Grassland/Steppe
40792,FY2012-EMANUEL-049,Open Shrubland
40796,6057,Open Shrubland
40797,FAIRVIEW,Polar Desert/Rock/Ice
40799,CAIN,Other
40803,GLADESVILLE,Other
40807,6196,Open Shrubland
40813,RAIL ROAD,Polar Desert/Rock/Ice
40817,YOUNGBIRD,Polar Desert/Rock/Ice
40823,GOLFHILLTP,C3 Grassland/Steppe
40828,SHINEWELL,Secondary Tropical Evergreen Broadleaf Forest
40829,GREEKS,Other
40835,JOJOLA,Secondary Tropical Evergreen Broadleaf Forest
40836,FY2012-COFFEE-070,Open Shrubland
40840,LD2207,Polar Desert/Rock/Ice
40842,FY2002-FLOYD-031,Secondary Tropical Evergreen Broadleaf Forest
40852,OLD ROAD,Secondary Tropical Evergreen Broadleaf Forest
40853,10595,Secondary Tropical Evergreen Broadleaf Forest
40854,EC20146,Secondary Tropical Evergreen Broadleaf Forest
40859,MUSTANG LANE,Polar Desert/Rock/Ice
40865,10148,Secondary Tropical Evergreen Broadleaf Forest
40871,30688,Polar Desert/Rock/Ice
40873,HENDERSON - 103,Open Shrubland
40886,COUNTRY PLACE (43),Open Shrubland
40899,R254,Polar Desert/Rock/Ice
40902,HEWY FIELD,Polar Desert/Rock/Ice
40904,RED LAKE 346,Polar Desert/Rock/Ice
40910,THUNDER BUTTE,Polar Desert/Rock/Ice
40911,TURNOFF,Secondary Tropical Evergreen Broadleaf Forest
40913,HOSTLER #3,Polar Desert/Rock/Ice
40934,30501,Polar Desert/Rock/Ice
40942,E-FRONTAGE,Polar Desert/Rock/Ice
40944,FISHHOOK,C3 Grassland/Steppe
40949,LANG,Open Shrubland
40961,844,Open Shrubland
40972,WARFIELD,Secondary Tropical Evergreen Broadleaf Forest
40973,SWINGER,Polar Desert/Rock/Ice
40977,FY2000-PUTNAM-029,Secondary Tropical Evergreen Broadleaf Forest
40979,ROD AND GUN CLUB (36),Open Shrubland
40982,PEMA RIDGE,Secondary Tropical Evergreen Broadleaf Forest
40983,TOWER ROAD #2,Other
40984,RAW HIDE,C3 Grassland/Steppe
40988,FATBOY,Open Shrubland
40992,SLEEPER,Secondary Tropical Evergreen Broadleaf Forest
40994,HWY 164 (17),Open Shrubland
40997,DENNISON FORK,Other
40999,HARD BOILED,Polar Desert/Rock/Ice
41004,KRYSTAL,Other
41006,WINGLETON FIRE,C3 Grassland/Steppe
41008,SIX MILE,Secondary Tropical Evergreen Broadleaf Forest
41009,PANAM FIRE,Open Shrubland
41011,FY2011-THOMAS-089,Open Shrubland
41014,NAHAHUM,Polar Desert/Rock/Ice
41016,WEEKEND NIGHTMARE,Polar Desert/Rock/Ice
41021,MILLARD WEST BENCH,Other
41022,LEE WILLIAMS ROAD,Polar Desert/Rock/Ice
41024,CO RD 6 STATE ASSIST,Secondary Tropical Evergreen Broadleaf Forest
41031,FY2013-WORTH-009,Open Shrubland
41037,RL 090,Polar Desert/Rock/Ice
41051,MT. HOLDEN,Polar Desert/Rock/Ice
41055,VANNOY ROAD FIRE,Other
41057,ARCHER,Polar Desert/Rock/Ice
41059,FRED,Open Shrubland
41061,30246,Polar Desert/Rock/Ice
41071,116510-00703-01152015-1440,Other
41072,SEA7578958,Polar Desert/Rock/Ice
41075,GIBRALTAR RIDGE,Polar Desert/Rock/Ice
41076,5,Other
41077,LATIMER 17321,Secondary Tropical Evergreen Broadleaf Forest
41084,GRAND TRAVERSE 07,Polar Desert/Rock/Ice
41089,RT. 38,Other
41090,30257,Other
41102,DUNS 2,Polar Desert/Rock/Ice
41107,BLACKTAIL 3,C3 Grassland/Steppe
41109,RABBIT RUN-64,Open Shrubland
41110,SULPHUR SPRING,Open Shrubland
41116,GROUSE FIRE,Polar Desert/Rock/Ice
41129,DEER CREEK,C3 Grassland/Steppe
41137,R88,Polar Desert/Rock/Ice
41151,CPCC LANE,Polar Desert/Rock/Ice
41152,MOS BLAKE,Open Shrubland
41167,"251 COLLEGE ST., AL",Open Shrubland
41171,FRISBY,Polar Desert/Rock/Ice
41172,FY2002-DOUGHERTY-023,Open Shrubland
41174,9.92015E+12,Open Shrubland
41176,PETERSON,Polar Desert/Rock/Ice
41179,UNKNOWN,Other
41192,FY2015-MACON-009,Open Shrubland
41195,POLLIT,Other
41219,LIVINGSTON - 704,Open Shrubland
41239,FY2014-COLQUITT-027,Open Shrubland
41247,20059,Secondary Tropical Evergreen Broadleaf Forest
41248,11/SHOP BLOCK FIRE,Open Shrubland
41251,COOL BREEZE,Polar Desert/Rock/Ice
41252,CRAZY,Polar Desert/Rock/Ice
41253,CREEK,Polar Desert/Rock/Ice
41258,A SCHAGUN,Polar Desert/Rock/Ice
41259,C-BALL NE,C3 Grassland/Steppe
41261,10037,Secondary Tropical Evergreen Broadleaf Forest
41269,DOBSON 1,Other
41275,SPRINGS,Other
41285,131,Other
41288,MURPHY,Other
41291,SYCAMORE CREEK,Other
41293,FY2014-LIBERTY-009,Open Shrubland
41295,DAY,Polar Desert/Rock/Ice
41301,ALPINE,Other
41304,CABIN CREEK,Other
41307,101,Polar Desert/Rock/Ice
41317,FALLS CANYON,C3 Grassland/Steppe
41321,CURRY HAYWOOD FIRE,Polar Desert/Rock/Ice
41324,BARTRAM TRAIL HIGH  ( 55),Open Shrubland
41331,OXKILLER,C3 Grassland/Steppe
41334,RL220,Polar Desert/Rock/Ice
41344,CLARKS CREEK,Temperate Evergreen Needleleaf Forest TmpENF
41350,PLANK ROAD,Polar Desert/Rock/Ice
41352,WF-64 MEMORY TRACK,Open Shrubland
41359,1185,Other
41366,LAKE ST.,Polar Desert/Rock/Ice
41370,BARRON 2,Polar Desert/Rock/Ice
41380,UPPER BOB SMITH,Temperate Evergreen Needleleaf Forest TmpENF
41386,MURPHY FIRE,Open Shrubland
41401,PARKING LOT,Other
41403,CAMP,Polar Desert/Rock/Ice
41404,CANESPRING,Other
41407,PAINTEDROC,Secondary Tropical Evergreen Broadleaf Forest
41408,ARROYO GARCENO 2,Open Shrubland
41423,AZTEC,Other
41425,7.2015E+11,Secondary Tropical Evergreen Broadleaf Forest
41428,LUCKY 7,Polar Desert/Rock/Ice
41437,FY2015-TALBOT-012,Open Shrubland
41439,MURPHYDRAW,Temperate Evergreen Needleleaf Forest TmpENF
41442,FY2011-FAYETTE-009,Secondary Tropical Evergreen Broadleaf Forest
41443,10073,Other
41444,30615,Other
41445,332457,Other
41447,LINDEN - 6049,Secondary Tropical Evergreen Broadleaf Forest
41453,EIGHT MILE,Polar Desert/Rock/Ice
41466,NO NAME 15,Polar Desert/Rock/Ice
41482,OOLTEWAH GTOWN RD,Polar Desert/Rock/Ice
41491,4-BALES,C3 Grassland/Steppe
41498,SPENCER  (57),Open Shrubland
41501,PINE 6,Open Shrubland
41502,GLEN,Secondary Tropical Evergreen Broadleaf Forest
41512,EARLY BIRD,Polar Desert/Rock/Ice
41513,LONG PUMPK,C3 Grassland/Steppe
41524,BRAMBLE CT (12),Open Shrubland
41529,FY2012-JEFF DAVIS-044,Open Shrubland
41530,MENZ,Polar Desert/Rock/Ice
41531,LUERA,Secondary Tropical Evergreen Broadleaf Forest
41541,HASTINGS,Open Shrubland
41545,FY2002-TWIGGS-039,Open Shrubland
41547,FALSE ALARM 1030,Other
41566,DONALD WAPATO RD.,C3 Grassland/Steppe
41568,345,Polar Desert/Rock/Ice
41569,MILE POST 19.5,Polar Desert/Rock/Ice
41573,BUHL CORRAL,C3 Grassland/Steppe
41579,1853,Other
41589,MULE,Polar Desert/Rock/Ice
41597,ROAD 12 (23),Open Shrubland
41598,9.52014E+12,Secondary Tropical Evergreen Broadleaf Forest
41600,INCIDENT 361,C3 Grassland/Steppe
41603,FIELD,Open Shrubland
41614,PANORAMA,Secondary Tropical Evergreen Broadleaf Forest
41615,FY2013-WHEELER-036,Open Shrubland
41616,HUPPLER WF,C3 Grassland/Steppe
41617,PATSY SLOUGH,Other
41626,LINDEN - 637,Secondary Tropical Evergreen Broadleaf Forest
41630,165,Open Shrubland
41631,POTLATCH PILES,C3 Grassland/Steppe
41635,CHECKRBORD,Other
41636,LAKE,C3 Grassland/Steppe
41643,TRES,Polar Desert/Rock/Ice
41646,THOMPSON - OLD LAKE RD,Polar Desert/Rock/Ice
41648,STUCKEYS,C3 Grassland/Steppe
41649,STUART CREEK 2,Other
41653,CRAFTS,C3 Grassland/Steppe
41655,A SECTION,Polar Desert/Rock/Ice
