,fire_name,fire_size,stat_cause_descr,latitude,longitude,state,discovery_month,putout_time,year
7384,RED ROCK,640.0,Lightning,35.60266,-103.5998,NM,Jun,0,2009
7385,FISH CREEK,20.0,Lightning,40.0505,-117.5679,NV,Jul,0,2002
7386,FY2013-NEWTON-004,4.5,Debris Burning,33.71854444,-83.87373333,GA,Apr,0,2013
7387,NE30032B,2.5,Arson,35.7356,-94.5411,OK,Jan,0,2015
7388,TALKALAI TRAIL,4.0,Arson,33.37775,-110.44342,AZ,May,0,2009
7389,CASAGRANDE,230.0,Debris Burning,29.27338,-103.29456,TX,May,2 days 00:00:00.000000000,1999
7390,GREEN GRASS VALLEY,1.0,Missing/Undefined,36.40575,-81.69553333,NC,Feb,0,2011
7391,52,1.0,Arson,47.9358,-99.0692,ND,Mar,0,2012
7392,CARIBOU,2.0,Miscellaneous,46.90000118,-68.01666936,ME,May,0,1992
7393,WILD HORSE,4.5,Lightning,42.3342,-107.643,WY,Jun,2 days 00:00:00.000000000,2006
7394,SPRINGS,1.5,Miscellaneous,39.726174,-121.659946,CA,Aug,0,2014
7395,GREENBRIAR,3.1,Debris Burning,36.615683,-85.125883,TN,Mar,0,2015
7396,FY2002-SCREVEN-108,0.82,Debris Burning,32.8521,-81.7063,GA,May,0,2002
7397,MILE LONG FIELD FIRE,10.0,Missing/Undefined,35.04383333,-79.61501667,NC,Sep,0,2011
7398,LAWS,11.0,Arson,38.33333333,-96.0,KS,Apr,0,1993
7399,PENN SCOTT,2.0,Arson,33.2668,-105.7172,NM,Jan,0,2000
7400,HENDERSON,2.0,Lightning,29.18166667,-81.955,FL,Jun,9 days 00:00:00.000000000,1998
7401,BLACKSOIL2,2.0,Campfire,36.7842,-109.2854,AZ,Jul,0,2000
7402,ST. ANNES,1.7,Miscellaneous,48.1361,-105.2089,MT,Mar,1 days 00:00:00.000000000,2012
7403,BUFFALO CREEK,461.0,Arson,37.75442984,-81.7725057,WV,Nov,1 days 00:00:00.000000000,1999
7404,DUKE VEE,222.0,Lightning,42.31755,-116.9923,ID,Aug,7 days 00:00:00.000000000,2002
7405,10138,2.0,Arson,34.65649999,-95.229,OK,Aug,0,2010
7406,FY2011-TAYLOR-029,12.84,Debris Burning,32.54991199,-84.29895011,GA,Feb,0,2011
7407,FY2001-BALDWIN-015,3.02,Arson,33.1268,-83.1948,GA,Feb,0,2001
7408,LATENIGHT,13.3,Arson,33.27527778,-79.71416667,SC,Mar,0,2011
7409,VODKA,6.0,Miscellaneous,32.27333333,-110.64333329999998,AZ,Jul,0,2001
7410,BAPCHULE,3.0,Miscellaneous,33.1337,-111.8507,AZ,May,0,1994
7411,LORETTA,1.0,Children,33.4003,-110.4179,AZ,May,1 days 00:00:00.000000000,1998
7412,BRATT,1087.0,Powerline,36.272147,-96.284317,OK,Mar,7 days 00:00:00.000000000,2014
7413,490,20.0,Debris Burning,39.903614000000005,-81.811984,OH,Mar,0,2015
7414,ARENA,10.0,Debris Burning,33.3725,-105.24563899999998,NM,Feb,0,2015
7415,FY2011-DODGE-098,13.26,Arson,32.04042561,-83.12976742,GA,Feb,0,2011
7416,8.52015E+12,1.0,Debris Burning,31.57108665,-90.27182829,MS,Jan,0,2015
7417,UNIT 19,2.4,Missing/Undefined,37.4654,-106.1512,CO,Feb,2 days 00:00:00.000000000,2015
7418,TREEFIRE,3.0,Miscellaneous,33.1173,-111.9346,AZ,May,0,1993
7419,I84MP239,54.1,Lightning,42.4227,-113.2017,ID,Aug,0,2001
7420,BIRCH CRK,2.0,Lightning,42.8132,-112.5658,ID,Aug,0,1999
7421,VEHICLE,1.0,Miscellaneous,35.9345,-77.71753333,NC,Mar,0,2014
7422,LIVINGSTON - 756,83.0,Lightning,31.31301667,-94.90615,TX,Aug,0,2011
7423,SANTA MARIA,35.0,Missing/Undefined,26.54722222,-98.86638889,TX,Mar,0,2010
7424,GOSHUTEPK,2580.0,Lightning,40.5333,-114.2675,NV,Jul,10 days 00:00:00.000000000,2003
7425,140,2.0,Missing/Undefined,37.313483000000005,-120.915133,CA,Sep,0,2013
7426,ALCONA 01 BLAISDEL,0.7,Campfire,44.517972,-83.327056,MI,Mar,0,2012
7427,WINDY GULCH,5.4,Debris Burning,40.0217,-108.0686,CO,May,1 days 00:00:00.000000000,2009
7428,GARHEB,10.0,Equipment Use,38.336944,-90.290556,IL,Sep,0,2008
7429,PERIGRINE,15.0,Arson,30.47166667,-88.82416667,MS,Jan,1 days 00:00:00.000000000,2000
7430,RED LAKE 139,1.0,Campfire,47.803,-95.02,MN,Apr,0,2010
7431,DRY HOLLOW,2.0,Lightning,43.41194444,-111.3383333,ID,Aug,1 days 00:00:00.000000000,2000
7432,IR#1571,5.0,Miscellaneous,44.17018,-105.6412,WY,Aug,0,2012
7433,POWERRY,0.7,Lightning,39.295,-110.0438,UT,Jul,1 days 00:00:00.000000000,2002
7434,PASS THRU (O4),21.4,Lightning,28.4568,-81.0294,FL,May,0,2011
7435,"925 CO RD 1476, AL",2.0,Debris Burning,34.2310518,-86.78487940000001,AL,Feb,0,2011
7436,SPRING,1.0,Arson,39.120689,-122.619889,CA,Sep,0,2004
7437,SIMMS VALLEY,191.0,Missing/Undefined,37.008333,-91.801667,MO,Mar,0,2010
7438,HAGADONE,1.0,Equipment Use,48.0964,-105.2091,MT,Aug,0,1994
7439,HWY 80,5.5,Smoking,43.5213,-90.35808,WI,Mar,0,2009
7440,HWY 2 (30),2.0,Lightning,30.9661,-85.5714,FL,Jun,0,2011
7441,BUDDY REAMY ROAD,65.0,Arson,34.6375,-95.0614,OK,Mar,1 days 00:00:00.000000000,2012
7442,BUTTES,19.0,Debris Burning,44.42351,-104.46283,WY,Apr,0,2012
7443,FY2016-LONG-002,1.0,Lightning,31.77299167,-81.6639,GA,Jul,0,2015
7444,FY2002-CHARLTON-026,33.6,Debris Burning,30.8467,-82.0391,GA,Mar,0,2002
7445,PERRY FARM FIRE,1.0,Debris Burning,43.1508,-73.4491,NY,Apr,0,2015
7446,SPHINX,150.0,Campfire,45.13333333,-111.45,MT,Oct,3 days 00:00:00.000000000,1999
7447,INDIAN,550.0,Lightning,33.38333333,-108.09166670000002,NM,Mar,99 days 00:00:00.000000000,1995
7448,COMSTOCK,1.0,Miscellaneous,43.5575,-86.0,MI,Apr,0,2008
7449,MILLER,15.0,Miscellaneous,35.8692,-86.4308,TN,Nov,0,2013
7450,DUSTY,20.0,Miscellaneous,37.17083333,-101.6333333,KS,Jul,0,2001
7451,LOWER PEACE RIVER (14),12.0,Lightning,27.0397,-82.0122,FL,May,0,2011
7452,OT08,70.0,Smoking,42.1167,-96.367,NE,Apr,0,1995
7453,BARWICK,21.0,Debris Burning,37.3565,-83.3856,KY,Mar,1 days 00:00:00.000000000,2015
7454,FRANKLIN BYPASS #2,5.0,Missing/Undefined,39.10416667,-121.7711111,CA,Oct,0,2010
7455,TOOLBOX,1.0,Arson,26.15138889,-98.20388889,TX,Jul,1 days 00:00:00.000000000,2005
7456,BLACKJACK 2,889.0,Arson,36.5883333,-92.8308333,MO,Feb,1 days 00:00:00.000000000,2010
7457,FLOWINGWEL,5.0,Lightning,42.988,-115.4698,ID,Jun,1 days 00:00:00.000000000,1999
7458,LUKE ROAD FIRE,160.0,Missing/Undefined,34.60728333,-79.11336667,NC,Feb,0,2011
7459,"13065 HOUSE BERRY RD., AL",15.0,Miscellaneous,34.4998848,-86.82612440000001,AL,Feb,0,2011
7460,FAULKNERLN,2.0,Debris Burning,43.2524,-115.8493,ID,Nov,0,1995
7461,FY2012-PULASKI-055,0.95,Debris Burning,32.2704138,-83.47363438,GA,May,0,2012
7462,1.09201E+13,3.0,Debris Burning,30.99472131,-89.51723702,MS,Jan,0,2014
7463,SNIPTONCYN,4360.0,Lightning,45.14779,-120.22308,OR,Aug,3 days 00:00:00.000000000,2000
7464,FRIDAY NIGHT,2.6,Fireworks,41.4341,-109.4326,WY,Jul,34 days 00:00:00.000000000,2006
7465,OPEN WELL,1.0,Debris Burning,35.260866,-79.727866,NC,Feb,0,2015
7466,CLOVERDALE RD / PLACER RD,1.0,Arson,40.50664,-122.53876,CA,Aug,1 days 00:00:00.000000000,2013
7467,NEW PINA,5.0,Miscellaneous,33.2667,-105.7339,NM,Jul,1 days 00:00:00.000000000,1994
7468,HUNTER FALLS,3.0,Lightning,45.33138889,-117.39055559999998,OR,Aug,3 days 00:00:00.000000000,2007
7469,GIL,1.0,Arson,33.3667,-110.4507,AZ,May,0,1992
7470,RAVEN RIDGE,2072.0,Lightning,65.4589,-150.9422,AK,Jul,18 days 00:00:00.000000000,2007
7471,2905,1.25,Debris Burning,38.568494,-82.58636700000001,OH,Nov,0,2015
7472,EIRR3,63.4,Railroad,42.5244,-114.0039,ID,Jun,0,2006
7473,7,1.0,Debris Burning,39.56,-97.65,KS,Apr,0,2015
7474,SECOND CHANCE,22.8,Missing/Undefined,40.8836,-115.6847,NV,Aug,1 days 00:00:00.000000000,2007
7475,FY2012-WHEELER-060,35.0,Debris Burning,32.02261498,-82.70366276,GA,May,0,2012
7476,HENDERSON - 184,25.0,Lightning,31.93277778,-94.21388889,TX,Jun,0,2011
7477,TUG,1.0,Children,33.1334,-110.1173,AZ,May,0,1993
7478,HOGATZA,10.0,Lightning,66.9839,-154.1767,AK,May,6 days 00:00:00.000000000,2011
7479,NDFASSIST7,100.0,Lightning,40.8471,-116.3531,NV,Jul,1 days 00:00:00.000000000,2000
7480,BATTERY,3.0,Arson,45.23333333,-122.0816667,OR,Sep,0,1996
7481,CURLYFRYS,1.0,Children,33.3517,-110.4518,AZ,Jun,0,1998
7482,HARDT,1.5,Miscellaneous,34.02333333,-111.3383333,AZ,Jun,0,1995
7483,FY2012-JOHNSON-041,1.35,Debris Burning,32.76926644,-82.56212054,GA,Jan,0,2012
7484,JOAN,1.5,Smoking,35.5692,-113.2697,AZ,Apr,0,1996
7485,EARL1,2.0,Children,44.0733,-99.6323,SD,Apr,0,2000
7486,MILE MARKER,15.0,Equipment Use,35.3853,-96.5953,OK,Mar,0,2009
7487,4 DOG,84.0,Debris Burning,36.958,-94.9089,OK,Mar,0,2011
7488,LAKE RD FIELD,12.0,Debris Burning,34.81216666,-76.94216666,NC,Mar,0,2010
7489,FY2013-HARALSON-073,3.3,Debris Burning,33.77806667,-85.34614722,GA,Mar,0,2013
7490,FY2011-BURKE-038,4.04,Campfire,33.09874763,-81.69661569,GA,Feb,0,2011
7491,BASELINE,2.0,Debris Burning,33.390246999999995,-112.256309,AZ,Apr,0,2010
7492,4.52014E+12,76.0,Debris Burning,30.25398397,-89.445527,MS,Oct,0,2014
7493,502 STEPHENSON RD.,4.0,Debris Burning,46.441,-120.69673,WA,Jun,1 days 00:00:00.000000000,2015
7494,CLOVER,20.0,Lightning,39.2761,-107.9973,CO,Sep,29 days 00:00:00.000000000,2001
7495,SLAUGHTER,1.0,Miscellaneous,45.30083333,-116.3616667,ID,Feb,0,2012
7496,FY2013-TROUP-001,33.6,Lightning,33.00952778,-84.89808333,GA,Jul,0,2012
7497,FAUGHT RIDGE,18.8,Lightning,34.0608,-110.0414,AZ,May,7 days 00:00:00.000000000,2013
7498,DOG TOWN,1.5,Missing/Undefined,40.778333,-78.506111,PA,Apr,0,2009
7499,DORRACH FIRE,1.0,Miscellaneous,35.309483,-78.90123299999999,NC,Apr,0,2015
7500,MODENA,80.0,Lightning,37.0883,-113.8202,UT,Jul,1 days 00:00:00.000000000,1995
7501,GRAND BLUFF #160,142.2,Equipment Use,32.2883,-94.24321667,TX,Oct,1 days 00:00:00.000000000,2010
7502,JONES,1488.0,Debris Burning,41.8525,-122.7686111,CA,May,6 days 00:00:00.000000000,2001
7503,SANDCREEK,1.0,Miscellaneous,45.4014,-107.3894,MT,Jan,0,2006
7504,52 MAYO FIRE,1.0,Arson,28.085,-82.7799,FL,Dec,2 days 00:00:00.000000000,2010
7505,STINSON,2.0,Lightning,44.39471,-104.43343,WY,Jul,0,2012
7506,FY2013-BERRIEN-002,13.1,Debris Burning,31.25809722,-83.18411944,GA,Oct,0,2012
7507,GOLDER,275.0,Miscellaneous,35.2947,-114.3008,AZ,May,0,2005
7508,ATLANTIC OLF BARRACKS FIRE,30.0,Miscellaneous,34.88333333,-76.35555556,NC,Apr,0,2004
7509,NATION RIVER,11311.3,Lightning,65.3978,-141.5389,AK,Jun,81 days 00:00:00.000000000,2013
7510,ROCKEY FLATS,2.0,Miscellaneous,34.87833333,-84.69333333,GA,Mar,0,2009
7511,RAY WINTER,3.0,Arson,45.3001,-67.6328,ME,Sep,1 days 00:00:00.000000000,1995
7512,SUNNY AVENUE FIRE,1.0,Missing/Undefined,35.20631667,-79.20451667,NC,Mar,0,2011
7513,BITTER,56.0,Lightning,40.47594,-108.0837,CO,Jul,1 days 00:00:00.000000000,2009
7514,CHURCH FIRE,1.5,Arson,35.69777778,-94.2425,AR,Dec,0,2004
7515,WINDY BRANCH WAY FIRE,1.0,Debris Burning,34.84345,-77.50703333,NC,Apr,0,2014
7516,JOLE,7.1,Children,44.55638889,-83.86222222,MI,Mar,0,2012
7517,TWO FIRES,40.0,Miscellaneous,48.8736,-100.0185,ND,May,0,2002
7518,ORIOLE POND,3.0,Debris Burning,38.15,-86.49583333,IN,Mar,0,2001
7519,S. W. MASHOES WILDFIRE,665.0,Lightning,35.93333333,-75.81666667,NC,May,0,2009
7520,NW SARAH L,1.0,Lightning,44.7998,-121.7845,OR,Aug,60 days 00:00:00.000000000,2001
7521,BAY,3.0,Miscellaneous,45.6686,-100.8071,SD,Sep,0,2003
7522,GREEN ACRES,16.5,Debris Burning,34.341568,-82.407997,SC,Aug,0,2011
7523,SOUTH RIVER RD FIRE,5.0,Debris Burning,34.96665,-76.60278333,NC,May,0,2012
7524,NEW BEGINNING,2.0,Debris Burning,35.75596666,-78.00781666,NC,Mar,0,2014
7525,OR-BFZ-2380,6.5,Lightning,43.79666667,-118.75166670000002,OR,Aug,1 days 00:00:00.000000000,2001
7526,PIMA,1.0,Equipment Use,32.03,-110.992,AZ,Jun,0,2012
7527,FY2013-GILMER-005,1.0,Arson,34.58362778,-84.49493333,GA,Nov,0,2012
7528,30256,4.0,Debris Burning,35.86566664,-94.96661669,OK,Feb,0,2009
7529,FY2001-FLOYD-030,6.24,Debris Burning,34.3787,-85.0275,GA,Oct,0,2000
7530,TIN CAN,98.0,Lightning,47.16,-108.2747,MT,Aug,1 days 00:00:00.000000000,2013
7531,FY2014-TWIGGS-013,3.6,Debris Burning,32.71126111,-83.55262778,GA,Nov,0,2013
7532,PAINTE,1.0,Arson,47.5744,-101.8314,ND,Aug,0,2006
7533,ALTOONA 12,38.0,Arson,28.97666667,-81.595,FL,May,3 days 00:00:00.000000000,1998
7534,LONG,4.0,Arson,36.123000000000005,-96.7072,OK,Apr,0,2006
7535,3 WELL,684.0,Lightning,42.9022,-114.5125,ID,Jul,1 days 00:00:00.000000000,2013
7536,HANSEN,1.0,Miscellaneous,34.27222222,-118.3811111,CA,Jun,0,2009
7537,GOODNOE,11526.0,Railroad,45.7443,-120.4395,WA,Aug,5 days 00:00:00.000000000,2001
7538,BOOKCLIFF,2.5,Miscellaneous,39.2069,-108.4953,CO,Jul,2 days 00:00:00.000000000,2008
7539,FY2012-TROUP-008,0.6,Arson,33.12374011,-84.89754331,GA,Oct,0,2011
7540,CHEESMAN,5.0,Lightning,45.60166667,-104.1183333,MT,Jul,2 days 00:00:00.000000000,1998
7541,LEOLA,2.0,Lightning,48.91777778,-117.1019444,WA,Jul,2 days 00:00:00.000000000,2008
7542,30/HORSE BARN RD-0094,14.0,Debris Burning,30.8358,-85.95,FL,Jan,0,2011
7543,KENWOOD,120.0,Arson,36.3069,-94.9019,OK,Mar,0,2005
7544,OTA 19,2.9,Lightning,43.23955,-116.14972,ID,Aug,0,2007
7545,9,7.0,Debris Burning,37.29,-95.88,KS,Feb,0,2015
7546,I KNEW IT,2.0,Equipment Use,35.6732,-78.47063333,NC,Mar,0,2014
7547,OAK,125.0,Equipment Use,34.47472222,-118.7094444,CA,Jun,0,2005
7548,EASTLINE,0.6,Miscellaneous,44.877011,-88.49058000000001,WI,May,0,2015
7549,SUPPLYCK7,1.0,Arson,41.1212,-123.7162,CA,Jul,0,2005
7550,SAVANNAH,8.0,Arson,35.19277778,-84.345,TN,Mar,0,2004
7551,MARBLE HILLS,1.2,Equipment Use,41.706651,-112.305323,UT,Aug,0,2011
7552,Z-WATER,1.0,Arson,46.0983,-100.6557,ND,May,0,2002
7553,03/TWO TRAIL ROAD-0052,3.0,Debris Burning,30.5301,-85.4199,FL,Jan,0,2011
7554,SPENCER,4.3,Arson,41.60121,-87.24863,IN,Feb,0,1992
7555,COON CREEK,120.0,Equipment Use,36.9,-95.798,OK,Feb,0,2006
7556,QUEBEC MOUNTAIN,31.0,Missing/Undefined,35.14018333,-82.87536667,NC,Apr,0,2011
7557,PADHAM FIRE,2.4,Equipment Use,44.916833,-69.83255600000001,ME,Aug,0,2013
7558,OLSEN HILL,17.0,Debris Burning,48.96666667,-115.2066667,MT,May,0,2005
7559,CLARK,2.0,Children,33.3667,-110.4507,AZ,Jul,0,1994
7560,FY2015-GRADY-010,2.3,Debris Burning,30.69854722,-84.36397778,GA,Dec,0,2014
7561,HEN,2.8,Lightning,42.1739,-120.11,OR,Aug,7 days 00:00:00.000000000,2013
7562,LIVINGSTON - 280,1.0,Debris Burning,30.68278333,-95.47355,TX,Apr,0,2011
7563,1050 WEST,236.0,Miscellaneous,42.6259,-113.871803,ID,Jul,1 days 00:00:00.000000000,2009
7564,SE 67,1.0,Arson,34.1692,-95.2611,OK,Jan,0,2009
7565,CANYON CR.,1.0,Campfire,43.2499,-115.7009,ID,Jun,0,1994
7566,LIVINGSTON - 8083,19.0,Powerline,30.45676667,-94.76375,TX,Sep,0,2012
7567,A1305054,72.0,Arson,42.13,-96.4414,NE,Mar,0,2005
7568,GLENWOOD HILLS,216.9,Arson,38.7725,-111.96825,UT,Aug,0,2012
7569,57-ELAINE STREET FIRE -1212,2.0,Debris Burning,30.4984,-87.0877,FL,Dec,0,2010
7570,OLEMA I,2.2,Fireworks,38.0333,-122.7678,CA,Aug,0,1992
7571,CAPPS,1.5,Miscellaneous,38.64722222,-120.4888889,CA,Jun,0,1999
7572,432226,1.0,Lightning,64.416,-157.5691,AK,Jun,3 days 00:00:00.000000000,1994
7573,WILLIS FIRE,9.3,Miscellaneous,34.8105,-96.5597,OK,Nov,0,2008
7574,ABC,40.0,Arson,38.9316,-85.8009,IN,Nov,0,1999
7575,(33) RABON RD,2.0,Debris Burning,30.5017,-83.9253,FL,Feb,0,2011
7576,ROAD N,1.0,Lightning,33.8988,-103.2976,NM,Jul,0,2015
7577,PORCH ROCK RD 3 15 13,1.0,Arson,35.627483000000005,-85.108017,TN,Mar,1 days 00:00:00.000000000,2013
7578,FY2002-GRADY-025,0.69,Debris Burning,30.8474,-84.1548,GA,Dec,0,2001
7579,SUGAR RUN RD,3.0,Arson,38.52932752,-81.28071678,WV,Feb,0,2004
7580,CONCHO 2,59.4,Smoking,35.6,-98.9837,OK,Aug,0,1998
7581,LONGHORN,100.0,Equipment Use,32.5848,-116.8347,CA,May,0,1996
7582,POWERJUNCT,220.0,Arson,30.0833333,-89.83333329999999,LA,Nov,0,1996
7583,AARONS CREEK,15.0,Equipment Use,38.65083333,-82.55,OH,Nov,0,2001
7584,FY2002-MCDUFFIE-042,1.12,Debris Burning,33.4523,-82.5221,GA,Feb,0,2002
7585,WF SJU5,5.5,Miscellaneous,28.561,-80.88055556,FL,Mar,1 days 00:00:00.000000000,1997
7586,BRIGHT,10.0,Lightning,36.301294,-112.025289,AZ,Sep,5 days 00:00:00.000000000,2011
7587,DEEP CREEK,2.0,Lightning,38.4175,-119.4505556,CA,Jul,1 days 00:00:00.000000000,2000
7588,BROADFOOT,1.0,Missing/Undefined,37.1956,-91.3036,MO,Mar,0,2010
7589,FY2013-WILCOX-013,1.6,Debris Burning,32.09046944,-83.50308056,GA,Dec,0,2012
7590,PURGATORY FIRE,10.0,Arson,34.119,-78.67083333,NC,Jan,0,2013
7591,BENSEN,96.0,Campfire,32.76722222,-105.8666667,NM,Apr,8 days 00:00:00.000000000,2014
7592,FY2001-CRISP-031,7.95,Debris Burning,31.9785,-83.7536,GA,Feb,0,2001
7593,HENDERSON - 007,20.0,Debris Burning,32.10093227,-94.0817482,TX,Feb,0,2010
7594,POWERLINE RD (58),1.0,Miscellaneous,27.1234,-82.1968,FL,Feb,0,2014
7595,RAMSEYE BRANCH FIRE,8.0,Debris Burning,36.8554,-83.00109,KY,Nov,0,2011
7596,SUPPORTER,3.0,Smoking,44.0608,-99.4476,SD,Mar,0,2004
7597,3117,1.0,Miscellaneous,41.665303,-70.347879,MA,Sep,0,2015
7598,BAMBOO,1.0,Miscellaneous,33.3517,-110.4423,AZ,Aug,0,2004
7599,PISGAH,30.0,Debris Burning,41.56491218,-111.9035882,UT,Mar,0,2012
7600,HOWARD MOUNTAIN,38.4,Arson,34.93083333,-83.48611111,GA,Mar,1 days 00:00:00.000000000,2006
7601,FY2014-WAYNE-028,25.02,Lightning,31.46481944,-81.98465556,GA,May,0,2014
7602,529,1.0,Equipment Use,32.58773142,-88.49348634,MS,Sep,0,2015
7603,HOMESITE,1.4,Lightning,34.0978,-109.912,AZ,Jun,0,2006
7604,HIGHLAND GAMES ROAD,1.0,Arson,34.85051667,-79.16316667,NC,Dec,0,2013
7605,WESTKULLIH,1.5,Miscellaneous,34.7953,-96.4592,OK,Mar,0,2006
7606,GROUSE MTN,4.0,Lightning,38.6992,-105.1691,CO,Jul,1 days 00:00:00.000000000,2001
7607,LITTLE SUWANNEE,150.0,Lightning,30.5,-82.575,FL,May,1 days 00:00:00.000000000,2002
7608,SEATON,3.0,Debris Burning,35.225133,-88.33739,TN,Jan,0,2007
7609,966,1.0,Debris Burning,31.49385778,-89.69029207,MS,Oct,0,2015
7610,BARRETT,124.0,Campfire,32.68194444,-116.64,CA,Aug,2 days 00:00:00.000000000,2005
7611,MACK FIRE,3.0,Fireworks,43.2392,-102.4747,SD,Jul,0,2007
7612,1.09201E+13,10.0,Campfire,30.88744934,-89.58343571,MS,Nov,0,2014
7613,CANNA ROAD FIRE (53),40.0,Miscellaneous,28.2685,-81.6702,FL,Jan,0,2012
7614,PINECREST,884.0,Lightning,38.2283333,-119.914167,CA,Aug,0,2010
7615,CONTINENTAL 2,40.0,Lightning,42.1903,-109.0056,WY,Jul,7 days 00:00:00.000000000,2007
7616,FY2000-POLK-139,12.0,Arson,34.0359,-85.148,GA,Mar,0,2000
7617,PROGRESS FIRE,43.0,Miscellaneous,35.93661666,-82.09646666,NC,Apr,0,2010
7618,PAXSON,97.5,Debris Burning,38.26666667,-95.91666667,KS,Apr,0,1998
7619,SIMON,3.0,Equipment Use,39.6702,-95.630997,KS,Mar,0,2015
7620,HAINES,1.0,Miscellaneous,34.25138889,-118.26805559999998,CA,Jul,0,1999
7621,NO NAME,1.0,Miscellaneous,40.153611,-89.420556,IL,Jun,0,2008
7622,EAST ANDRE,3.5,Lightning,63.0159,-161.6524,AK,Jun,1 days 00:00:00.000000000,2003
7623,NBROCKTON,7.0,Debris Burning,48.1589,-104.933,MT,Dec,0,2004
7624,SHITIKE PH,1.3,Children,44.7621,-121.2792,OR,Oct,0,2001
7625,FY2014-WILKINSON-007,2.6,Campfire,32.93075,-83.20447222,GA,Jan,0,2014
7626,CLOUSER ONE,2.0,Debris Burning,40.38472,-77.24778,PA,Apr,0,2013
7627,223 ROAD FIRE,80.0,Equipment Use,44.155,-98.51083333,SD,Mar,0,2008
7628,SCROGGIE STRIKE,11.2,Lightning,47.3406,-117.7871,WA,Sep,23 days 00:00:00.000000000,2013
7629,OLD FIRE TOWER ROAD,162.0,Arson,36.98083333,-91.36805556,MO,Apr,0,2011
7630,CASCADE,1705.0,Lightning,37.76954,-119.6753,CA,Jun,165 days 00:00:00.000000000,2012
7631,MILL CREEK ROAD,1.0,Lightning,34.52333333,-77.79861111,NC,Jul,0,2011
7632,BELCHER AV / THORNTON RD,2.0,Miscellaneous,37.339018,-120.522469,CA,Sep,0,2015
7633,9.32015E+12,9.0,Debris Burning,34.64716997,-89.56677429,MS,Apr,0,2015
7634,9132,7.0,Debris Burning,30.27828333,-93.97795,TX,Jul,0,2013
7635,BUCKET,57.4,Arson,41.61105,-87.27685,IN,Apr,0,1995
7636,FY2000-HARALSON-053,2.1,Arson,33.8474,-85.2899,GA,Mar,0,2000
7637,CROOKS,25.0,Lightning,41.6916,-119.9561,NV,Jul,4 days 00:00:00.000000000,2001
7638,30186,1.0,Miscellaneous,36.4879,-94.74989999,OK,Mar,0,2011
7639,RAIN DROP,1.0,Lightning,33.497778000000004,-105.513611,NM,Aug,0,2012
7640,GRANITE,1.0,Arson,39.735781,-121.551369,CA,Mar,0,2003
7641,UNIT P-9 WILDFIRE,2.0,Miscellaneous,35.342579,-90.182533,AR,Nov,0,2010
7642,DAVIS RD.,9.0,Debris Burning,37.67908576,-80.90653056,WV,Apr,0,2002
7643,59,5.0,Debris Burning,38.96,-95.11,KS,Mar,0,2015
7644,WELLS,1.5,Lightning,41.6127,-108.1309,WY,Aug,1 days 00:00:00.000000000,2002
7645,HAUL ROAD,9.0,Arson,37.73333333,-91.125,MO,Apr,0,1996
7646,CAPPS,30.0,Equipment Use,39.58333333,-99.08277778,KS,Aug,0,2002
7647,OTAY 198,1.0,Campfire,32.5848,-116.8347,CA,May,0,1996
7648,PINE CREEK,2.5,Campfire,44.290555600000005,-116.191111,ID,Oct,0,2010
7649,ALLEN,3.0,Miscellaneous,41.2625,-123.6125,CA,Sep,2 days 00:00:00.000000000,2011
7650,03/NEWMAN PT RD-0673,4.0,Debris Burning,30.2816,-85.6625,FL,Oct,0,2010
7651,HEAVY,1.0,Children,43.2461,-101.1057,SD,Sep,0,2000
7652,FY2012-TOOMBS-045,22.3,Debris Burning,32.09167514,-82.20918589,GA,Feb,0,2012
7653,PORK CHOP,1.0,Fireworks,35.1334,-107.3839,NM,Jul,0,1993
7654,SPRING GULCH,5.0,Arson,46.74444444,-114.5416667,MT,Aug,1 days 00:00:00.000000000,2005
7655,AIRPORT FIRE,1.5,Missing/Undefined,35.025,-79.19083333,NC,May,0,2011
7656,DUCK POND,2.0,Miscellaneous,36.24505,-81.26966667,NC,Apr,0,2013
7657,WOODVILLE - 189,53.0,Lightning,31.07048333,-93.99945,TX,Aug,0,2009
7658,ROCK,63.0,Equipment Use,35.09916667,-120.1191667,CA,Apr,0,2008
7659,RANGE FIRE,19.0,Miscellaneous,30.21514833,-97.29927333,TX,Jan,0,2011
7660,HIGDON,2.0,Missing/Undefined,38.3903,-120.5797,CA,Jul,0,2009
7661,OLD HWY,2.0,Arson,47.4155,-117.5532,WA,Sep,1 days 00:00:00.000000000,2001
7662,DOUBLE K,178.0,Lightning,36.725,-113.8233,AZ,Oct,6 days 00:00:00.000000000,2006
7663,6025,12.0,Arson,33.42385,-95.11796667,TX,Jan,0,2015
7664,GARCIA 1,6.0,Arson,39.495,-123.09333329999998,CA,Sep,6 days 00:00:00.000000000,1998
7665,STO29469874,1.0,Debris Burning,35.77983,-92.19542,AR,Nov,0,2014
7666,MS0814,2.0,Arson,48.0111,-98.9254,ND,May,1 days 00:00:00.000000000,1995
7667,CODY,1.0,Arson,33.3533,-110.4528,AZ,Aug,1 days 00:00:00.000000000,2005
7668,CRAW,25.0,Lightning,38.2141,-114.5519,NV,Jul,0,1999
7669,WILLOW ROAD,7.0,Arson,47.61138889,-92.44527778,MN,Oct,1 days 00:00:00.000000000,2011
7670,LONDONDERRY,46.0,Missing/Undefined,39.265556,-82.78694399999999,OH,Sep,0,2010
