,fire_name,fire_cause
51607,RL215,Arson
51608,DAM TOWER,Other
51609,VIRGINIA L,Lightning
51610,ST MARY'S,Accidental
51611,LANDFILL,Utilities
51612,FISH CREEK,Debris Burning
51613,SURVEY LIN,Other
51614,TRACTOR TR,Other
51615,LEONARD,Utilities
51616,CREEK,Arson
51618,OBSERVATIO,Lightning
51619,NORTH CAN,Lightning
51622,N SLATER,Utilities
51623,DOE FLAT,Lightning
51624,MP47HWY51,Other
51625,ROUGHDIAMO,Other
51626,BACONPOND,Debris Burning
51627,MAINHEGLAR,Lightning
51628,SUBLETTRES,Lightning
51629,WILLOWCREK,Debris Burning
51630,RANCH,Lightning
51631,WNA 6,Lightning
51632,FISH,Lightning
51633,W PEQUOPS,Lightning
51634,DOUBLE MTN,Lightning
51635,ISOLATED,Lightning
51636,WINECUP,Lightning
51637,MAGGIE CR,Lightning
51638,TABOR CRK,Lightning
51639,STAG,Lightning
51640,DELANO,Lightning
51641,RODEO CRK,Lightning
51642,SHEEP,Lightning
51643,HOT LAKE,Lightning
51644,COYOTE,Lightning
51645,BUFFALOCMP,Lightning
51646,BUTTE,Lightning
51647,GOOSEBERRY,Lightning
51648,KRUM,Lightning
51649,SPAULDING,Lightning
51650,LAMBERTRD,Lightning
51651,WILLOWTREE,Lightning
51652,GOLDEN EAG,Lightning
51654,BIG STICK,Lightning
51655,SHEEPSHEAD,Lightning
51656,STONEHOUSE,Lightning
51658,MUSTANG,Lightning
51659,QUARTZ,Lightning
51660,WAGNER MT,Lightning
51661,FERRY CYN,Lightning
51662,STARVATION,Lightning
51663,COW HOLLOW,Debris Burning
51664,CROWLEY,Lightning
51665,OYWHEE RVR,Other
51666,JACKIESBTE,Lightning
51667,WESTCRATER,Lightning
51668,CAVANAUGH2,Lightning
51669,MORGAN MTN,Lightning
51670,KEG MTN,Lightning
51672,ANTELOPE 4,Lightning
51673,LITTLE FLD,Lightning
51674,UNION VLY,Debris Burning
51675,GOODNOE,Utilities
51676,THUNDER CH,Lightning
51677,KAYE FIELD,Lightning
51678,HERRON RIV,Lightning
51682,HIGHWAY,Other
51684,BEARISLAND,Accidental
51685,LITTLECEZR,Other
51686,LOPEZ,Debris Burning
51689,CLEAR,Lightning
51690,ECKLUND CX,Lightning
51693,CRAVENS IS,Lightning
51694,BLACKJACK,Lightning
51698,SAVANNAH S,Debris Burning
51699,PORTKELLY,Other
51732,DARBY,Other
51733,NEBO CREEK,Lightning
51734,MOLLIE,Other
51735,NORTH FORK,Utilities
51736,WEST HELL CANYON,Utilities
51737,FORT RANCH,Lightning
51739,NORTH COPPEI,Other
51740,FY2001-MCINTOSH-095,Lightning
51743,ELK CREEK,Accidental
51748,EYERLY  0684,Lightning
51749,MISSIONARY RIDGE,Other
51751,HANG DOG,Lightning
51752,BIG WASH,Lightning
51753,CASTLE,Lightning
51755,ACKER,Lightning
51756,BOULDER,Lightning
51757,BIG BEND,Lightning
51758,APPLE,Other
51759,SANFORD,Other
51760,SEQUOIA,Lightning
51766,747 FIRE     0747,Lightning
51767,KELLY CREEK,Other
51768,MUSTANG,Utilities
51769,BULLOCK,Other
51770,DARNELL,Lightning
51771,FULLER,Lightning
51772,MIDDLE MTN,Lightning
51773,QUARTZ CREEK,Lightning
51774,BIG ELK,Utilities
51775,CANNON,Accidental
51776,ELLSWORTH,Lightning
51777,LOST CABIN,Lightning
51779,PASS CREEK,Lightning
51780,RED WAFFLE,Other
51781,KRAFT SPRINGS,Lightning
51782,MCNALLY,Accidental
51785,MULE FIRE,Lightning
51786,EAST FORK,Accidental
51787,SPRING CREEK,Lightning
51788,BIG FISH,Lightning
51795,TRAMPAS,Lightning
51796,BISCUIT,Lightning
51797,BATTLE CREEK,Other
51798,LAKES,Accidental
51799,GRIZZLY,Lightning
51802,HENSEL,Lightning
51804,SCHOONOVER,Lightning
51805,HAYMAN,Other
51807,BOUQUET,Other
51808,LEONA,Arson
51809,WILLIAMS,Arson
51811,PENASCO,Accidental
51812,HULAH2,Debris Burning
51813,HULAH,Debris Burning
51814,KRAFT-COM.,Lightning
51815,32BRAVO,Lightning
51816,TENBROOK,Arson
51817,LAPLANTE,Accidental
51818,POTATO CR.,Utilities
51819,EVERGREEN,Accidental
51820,COTTONWOOD,Debris Burning
51821,WANNA,Accidental
51822,LOOKING,Accidental
51823,RL13,Other
51824,RL468,Other
51825,CARRIZO 1,Lightning
51826,PUMPHOUSE,Other
51828,SOUTHFRKII,Lightning
51829,NUMBER 5#2,Other
51830,RODEO,Arson
51832,COUNTYLINE,Lightning
51833,SPURS,Arson
51835,VINASALE,Arson
51836,GALATEA CR,Lightning
51837,MP 78,Utilities
51838,BEAR CREEK,Lightning
51840,SISCHU,Lightning
51841,SHEENJEK,Lightning
51842,JOHN HANSE,Lightning
51843,GESKAKMINA,Lightning
51844,BIG MUD,Lightning
51845,AROPUK,Lightning
51846,BIGWALDREN,Lightning
51853,WINDY,Lightning
51854,WALDENFORK,Lightning
51855,KHOTOL RIV,Lightning
51856,YETNA RIVR,Lightning
51857,GRAND CREE,Lightning
51858,TAG RIVER1,Lightning
51859,JIM RIVER,Lightning
51860,GOBLET CK,Lightning
51862,KOCACHO 2,Lightning
51863,BIG ROCK,Lightning
51864,STRINGO,Lightning
51865,LYNX CREEK,Lightning
51866,KETCHEM,Lightning
51868,OAK TREE,Arson
51869,BOREL,Accidental
51870,SLINKARD,Lightning
51872,RUSH,Lightning
51873,FURNISH,Lightning
51875,N BARCUS,Lightning
51876,HORSEBUTTE,Lightning
51877,JACKKNIFE,Lightning
51881,HORSESKIN,Lightning
51882,JIM BURNS,Lightning
51884,EAGLE,Lightning
51885,BUSTER,Lightning
51886,MUD SPRING,Lightning
51887,WALNUT,Lightning
51888,WHITERVER,Lightning
51889,PINTO HORS,Lightning
51890,TRIMBLY CR,Lightning
51891,MAHOGANY,Lightning
51892,ATKINS BTE,Lightning
51893,BLACK CNY,Lightning
51894,DIAMOND CR,Lightning
51895,PRICE CNY,Utilities
51896,HWY 24,Utilities
51897,POWNELL,Lightning
51898,DALEY,Lightning
51899,TOLLMAN,Lightning
51900,REESE,Lightning
51901,PEPPER,Lightning
51902,COMMISARY,Lightning
51905,BEAR,Accidental
51906,CERO PELAD,Lightning
51907,CHERRY FIRE,Lightning
51908,BROAD,Lightning
51910,FULTZ RUN,Arson
51914,BJ-BAYCOMP,Lightning
51916,MANVEL,Other
51917,BIRD,Other
51941,TIMBERED ROCK,Lightning
51942,MUSSOLINI,Utilities
51943,DEER POINT,Accidental
51945,PINES,Other
51947,BURN CANYON,Lightning
51948,COPPER,Other
51975,SKELETON FIRE,Lightning
51976,DIVIDE,Lightning
51978,SAPP,Lightning
51979,MARBLE,Lightning
51980,HAAS RIDGE,Lightning
51981,TWO CORRAL,Lightning
51982,MUDD,Lightning
51983,MINERAL PARK,Lightning
51984,SNOWBANK,Lightning
51985,WINSLOW / IDAHO,Lightning
51986,TOGO,Lightning
51987,PIRU,Utilities
51988,CLARK,Other
51990,PLEASANT,Lightning
51991,FISH,Lightning
51992,BEAVER LAKES,Lightning
51993,HOPEFUL 2,Lightning
51994,WENDOVER,Lightning
51995,CRAZY HORSE,Lightning
51996,RED POINT,Lightning
51997,PETTIBONE CREEK,Lightning
51998,SLIMS,Lightning
52000,EAST TABLE,Accidental
52001,MOSS RIDGE,Lightning
52005,HIDDEN LAKE,Other
52007,CAPULIN,Lightning
52009,CANYON CREEK,Arson
52011,GOLD ONE,Lightning
52013,ISABEL,Lightning
52014,FISH CREEK,Lightning
52015,THOMPSON CREEK,Lightning
52016,MINERAL/PRIMM,Lightning
52017,BLACKFOOT LAKE,Lightning
52018,THOMAS,Lightning
52019,STEEPLE,Lightning
52020,WEDGE CANYON,Lightning
52021,ROBERT,Other
52022,ASPEN,Other
52023,GYP MOUNTAIN,Lightning
52024,LIME CREEK,Lightning
52025,GORDON CREEK,Lightning
52026,MID,Lightning
52027,SOME CREEK,Lightning
52028,BALL CREEK,Lightning
52029,TOBIAS,Accidental
52030,WITHINGTON,Lightning
52031,FALCONBERRY,Accidental
52032,SUMMIT,Lightning
52033,CASCADE 2,Other
52034,CHERRY CREEK 2,Other
52035,MOUNTAIN,Lightning
52036,CHILCOOT COMPLEX,Lightning
52037,ACKLEY,Lightning
52038,BRUNDAGE,Lightning
52039,RATHBONE,Lightning
52040,FAREWELL,Lightning
52041,CRAMER,Lightning
52043,NEEDLES,Lightning
52044,LITTLE HORN II,Lightning
52045,DEEP LAKE,Lightning
52046,NORRIS,Lightning
52047,BOULDER BASIN II,Lightning
52048,CEDAR,Accidental
52049,PARADISE,Arson
52051,DRY,Lightning
52052,MOONSHINE,Lightning
52053,WALKER,Arson
52054,HOT CREEK,Lightning
52055,SPANISH,Accidental
52056,DEAFY,Lightning
52057,MYRTLE CREEK,Other
52058,WOOLAROC,Debris Burning
52059,PRUE,Other
52060,PAPA,Other
52061,RL257,Debris Burning
52062,RL304,Debris Burning
52063,MILEPOST,Utilities
52066,WINDMILL,Lightning
52067,LAKE17,Utilities
52068,GREYBULL,Utilities
52072,ENCEBADO,Lightning
52073,KINISHBA,Lightning
52074,ILIAMNA,Debris Burning
52075,TOK RIVER,Debris Burning
52076,SAND CREEK,Lightning
52077,ERICKSON C,Lightning
52078,BIG MUD,Lightning
52079,PASS CREEK,Lightning
52080,CORNUCOPIA,Lightning
52081,TSYOOKUIHV,Debris Burning
52082,DELPUERTO,Lightning
52083,COYOTE,Lightning
52084,ROBLAR 2,Utilities
52085,SMOKE,Lightning
52086,LIGHTNING HONEYDEW4M,Lightning
52087,GARCO 5,Other
52088,DEEP,Lightning
52089,MENAN 2,Lightning
52090,WILKINS,Lightning
52091,HARKNESS,Arson
52092,TIMMERMAN,Utilities
52093,MISSOUBRKS,Lightning
52096,3 MILE,Lightning
52097,LUERA,Lightning
52098,JUNIPERCYN,Lightning
52099,ROOSTER CO,Lightning
52100,APEX,Accidental
52101,LONESOMEBE,Lightning
52102,WSA,Lightning
52103,HATTEN RD,Utilities
52104,JUNIPER DU,Lightning
52105,BIG SPRING,Lightning
52110,HELEN'S 2,Lightning
52111,TRAPPER,Lightning
52112,CENTER,Lightning
52113,HARRISON,Lightning
52114,DOUBLE MOUNTAIN 2,Lightning
52115,GRIZZLY,Lightning
52116,EAST,Lightning
52121,SHEENJEK,Lightning
52122,KERULU CREEK,Lightning
52123,HADWEENZIC,Lightning
52125,MICKEY BUTTE,Lightning
52126,WINSLOW,Lightning
52127,MCCLEAN BOTTOMS,Accidental
52128,WEST BOUNDRY,Other
52129,UNIT 8 WILDFIRE,Other
52131,UNIT 6 WF,Lightning
52132,UMTANUM RIDGE,Other
52143,BLACK MTN #2,Lightning
52145,GRAND PRIX,Arson
52146,PADUA,Arson
52147,BOLES MEADOW,Lightning
52148,OVERLAND,Other
52149,OTAY,Other
52151,ROSETTA LANE,Other
52153,EAST HANSEL VALLEY,Lightning
52155,TREASURE COUNTY COMPLEX,Lightning
52156,ROCKY TOP,Other
52157,HAIRPIN CURVE FIRE,Other
52158,COONEY RIDGE ,Lightning
52160,VERDALE,Other
52161,SIMI INCIDENT,Other
52166,234,Other
52167,THE ALLEY FIRE,Lightning
52168,THE REFUGE FIRE,Other
52172,BOILER,Lightning
52175,POWER,Utilities
52176,FREDS,Utilities
52179,EAST FORK,Arson
52180,IMPASABLE 1,Debris Burning
52181,COLE COMPLEX,Lightning
52182,WATERFALL,Accidental
52184,HAWKINS 2,Lightning
52185,HAWKINS 1,Lightning
52187,DEEP,Other
52188,PINES,Other
52189,THREE FORKS,Accidental
52191,KP,Accidental
52192,JACKET,Lightning
52193,DEEP HARBOR,Lightning
52194,POT PEAK,Lightning
52195,SIMS,Utilities
52196,CAMP 36,Lightning
52197,NUTTALL,Lightning
52200,SEDGWICK,Accidental
52202,GRANNY,Lightning
52203,SIX MILE,Lightning
52204,CEDAR CREE,Other
52205,VAMOOSA,Other
52206,LOG SPRING,Accidental
52207,HOPKINS CA,Lightning
52210,NORTH DAG,Lightning
52211,BOUNDARY,Lightning
52214,HILLBILLY,Lightning
52218,PINGO,Lightning
52219,WINTER TRAILL,Lightning
52222,CHICKEN 1,Lightning
52223,GARDINER C,Lightning
52226,BILLY CK,Lightning
52228,PORCUPINE,Lightning
52229,WALLSTREET,Lightning
52234,BONANZA CK,Lightning
52235,ANOMALY,Lightning
52236,BOULDER CK,Lightning
52243,AMMERMAN M,Lightning
52244,EVANSVILLE,Lightning
52246,CLAWANMENK,Lightning
52247,LOWER MOUT,Lightning
52248,BIG YETNA,Lightning
52249,WALDRON,Other
52254,RODO RIVER,Lightning
52255,LOUIS LAKE,Lightning
52256,TATALINA,Lightning
52257,WOOD RIVER,Lightning
52258,TATALINA 2,Lightning
52259,MUD FORK,Lightning
52260,MYRTLE CRE,Lightning
52261,LK TODATON,Lightning
52262,NORUTAKH 2,Lightning
52263,BEAR CREEK,Lightning
52264,HAT LIE LA,Lightning
52265,WILLOW CR,Lightning
52266,MUD FORK 2,Lightning
52269,MINTO 1,Lightning
52270,CHANDALAR,Lightning
52271,MINERAL,Arson
52272,CERRITO,Arson
52273,MATAGUAY,Arson
52274,MELTON,Utilities
52275,GREASEWOOD,Lightning
52276,CAMPBELL,Lightning
52277,LACEY GULCH,Other
52279,NICKEL,Lightning
52280,DMERON CPX,Lightning
52281,SQUARE,Lightning
52282,SQUARE2,Lightning
52283,BIG CANYON,Lightning
52284,BEEBE,Other
52285,UVGOON CR,Lightning
52290,599 GLACIER CREEK,Accidental
52310,PICNIC ROCK,Debris Burning
52312,DEEP CREEK,Utilities
52314,EAGLE,Other
52315,GAVIOTA,Other
52316,STRAYLOR,Utilities
52317,CROWN,Utilities
52318,FOOTHILL,Other
52319,FISCHER,Utilities
52320,CITRUS,Debris Burning
52321,BLAND MT 2,Other
52326,GEYSERS,Other
52329,FORK,Lightning
52330,MASON,Lightning
52331,RICCO,Lightning
52332,CEMENT,Lightning
52333,STODDARD CREEK POINT,Lightning
52334,RUNNING LAKE,Lightning
52335,MILL CREEK,Lightning
52336,BEAVER JACK,Lightning
52337,BURNT,Lightning
52338,KELLY POINT,Accidental
52339,SCHOOL,Other
52340,NINE SHOT,Lightning
52341,REYNOLDS LAKE,Lightning
52342,NORTH ROAD,Debris Burning
52343,WOOLEY,Other
52344,JOHNSON,Lightning
52345,BEAR CREEK WFU,Lightning
52346,STRIPE CREEK,Lightning
52347,MUDERSBACH,Lightning
52349,VALLEY ROAD,Debris Burning
52350,BURNT STRIP MOUNTAIN,Lightning
52351,BULL,Lightning
52352,SIGNAL ROCK,Lightning
52353,ROCK IN,Lightning
52354,PROSPECT,Lightning
52355,BEETLE,Arson
52356,SHEEP CREEK WFU,Lightning
52357,JOE CREEK WFU,Lightning
52358,WEST FORK WFU,Lightning
52359,WOLF FANG WFU,Lightning
52360,MISSOURI RIDGE WFU,Lightning
52361,BUTTE,Lightning
52362,PINE CANYON,Other
52364,OK STATE LINE,Accidental
52366,WHITE DOG,Other
52367,EDGE,Lightning
52368,SADDLE,Lightning
52369,ANTIOCH,Other
52370,RATLIFFCIT,Other
52371,HOLT MTN,Arson
52372,WAINWRIGHT 2,Other
52373,SIMPSONTIG,Arson
52374,PROCTOR,Arson
52375,MEADOW,Arson
52376,BEARDEN,Debris Burning
52377,HANNA,Arson
52378,FLATROCKCO,Other
52379,DRIPPNGSPR,Arson
52380,SHAMROCK,Arson
52381,WAINWRIGHT,Arson
52382,PRAGUE,Arson
52383,WELTY,Arson
52384,ARLINGTON,Arson
52385,BIRCH RESE,Arson
52386,CABINESS,Other
52387,PINESPRING,Other
52389,NEW YEAR,Arson
52390,MEKASUKEY,Utilities
52391,LITTLERIV2,Other
52392,SHERWOOD F,Debris Burning
52394,WOLFE PNT,Arson
52395,MCKINLEY,Arson
52396,SECOND HUD,Accidental
52397,W OMAK LK,Utilities
52398,BIGHORN,Lightning
52399,KIMBALRANC,Debris Burning
52401,JEFF,Lightning
52402,CLAY TANK,Lightning
52403,NNEOLA,Lightning
52405,PILOT POIN,Other
52406,CHAPMAN CK,Lightning
52407,BEAR CREEK,Lightning
52408,BIG SITDOW,Lightning
52409,CHANGE,Lightning
52410,KANDIK R,Lightning
52411,CHARLEY C1,Lightning
52412,LIT MUD 2,Lightning
52413,SHEENJEK,Lightning
52414,PREACHER,Lightning
52415,BIG SITDO2,Lightning
52416,HODZANA RI,Lightning
52417,TROUT CR,Lightning
52418,NELSON MT,Lightning
52419,JIM R 3,Lightning
52420,HIGH POWER,Lightning
52421,HERRON RIV,Lightning
52422,STONE CK,Lightning
52424,SIX MILE,Lightning
52425,BABANTALTL,Lightning
52426,BAKATIGIKN,Lightning
52427,FISH CREEK,Lightning
52428,N BONANZA,Lightning
52429,FOSSIL CR,Lightning
52430,BONEY CRK,Lightning
52431,OLD DUMMY,Lightning
52432,RAY RIVER,Lightning
52433,HOLLY LAKE,Lightning
52434,COSNA RIVE,Lightning
52435,BITZSHTINI,Lightning
52436,BEAVER CR,Lightning
52437,BOX RIVER,Lightning
52438,UPPER TATL,Lightning
52439,KING COUNT,Lightning
52440,SWIFT,Lightning
52441,CAMP CREEK,Lightning
52442,W BUTTONS,Lightning
52443,GISASA RIV,Lightning
52445,ALATNA HIL,Lightning
52446,SETHKOKNA,Lightning
52447,BOUNDARY CREEK,Lightning
52448,BEARPAW MT,Lightning
52449,SALMON FK,Lightning
52450,BLACK WATE,Lightning
52451,MISSION CK,Lightning
52452,BIG WALDRE,Lightning
52453,RABBIT MT,Lightning
52454,COLEEN MT,Lightning
52455,CHEKHECHUN,Lightning
52456,HOLTNATKATNA CREEK,Lightning
52457,J HERBERTS,Lightning
52458,LITTLEMUD1,Lightning
52459,SQUIRREL C,Lightning
52460,PAPA WILLIE,Lightning
52461,MENOTL EAS,Lightning
52462,GRANT DOME,Lightning
52463,L MUD 2,Lightning
52464,TLATL HILL,Lightning
52465,NULATO 3,Lightning
52466,HUGHES CRE,Lightning
52467,TOZITNA RIVER,Lightning
52468,KALYUH HIL,Lightning
52469,GRAYLING C,Lightning
52470,E FORK YU,Lightning
52472,CHICK MTN,Lightning
52474,YETNA,Lightning
52476,CHITANATAL,Lightning
52477,TITNA RIVE,Lightning
52478,DULBISOUTH,Lightning
52479,STUYAHOK,Lightning
52480,FANNY MT,Lightning
52481,GLACIER CR,Lightning
52482,LAST CHANC,Lightning
52483,MTBANGSCOM,Lightning
52484,TWEEDY PT,Lightning
52485,TANK,Utilities
52486,COW,Lightning
52487,TOP,Accidental
52488,VEKOL,Accidental
52489,BOBBY,Other
52490,GOLDWATER,Accidental
52491,SUNSET PT,Utilities
52492,PERKINS,Lightning
52493,BIGHORN,Lightning
52494,SAND TANK,Accidental
52495,TRACKS,Utilities
52496,J CANYON,Lightning
52497,TWIN MILLS,Lightning
52498,PARADISE,Other
52499,CHINA LAKE,Utilities
52500,KINGSTON,Lightning
52501,BORDER 50,Debris Burning
52503,BARREL,Lightning
52504,BROWN DUNE,Lightning
52505,RUPERT,Lightning
52506,LONGRUGGLE,Lightning
52507,BLACKERBY,Other
52508,NORTH HAM,Lightning
52509,SOUTHBLACK,Other
52510,BOWNSROOST,Debris Burning
52511,ROUND BUTTE,Debris Burning
52512,MAGIC,Lightning
52513,INDIANRDGE,Lightning
52514,CLOVER,Lightning
52515,BELRAPIDS2,Other
52516,SAWMILL,Lightning
52517,JUNIPER,Lightning
52518,RATTLESNAK,Arson
52519,ESTARLAKE,Lightning
52520,LAIDLAW BT,Utilities
52521,WILSON,Utilities
52522,DUNPHY,Accidental
52523,WILSON,Lightning
52524,ESMERALDA,Lightning
52525,RAWHIDE,Lightning
52526,PETAN,Lightning
52527,CARLIN,Lightning
52528,SHERMAN,Lightning
52529,CHANCE,Debris Burning
52530,CRISPIX,Utilities
52531,SUMMIT,Lightning
52534,TOQUOP,Lightning
52537,MORMON MT,Lightning
52538,EMORMOM,Lightning
52539,USAF1,Lightning
52540,HALFWAY,Lightning
52541,BUNKERVILL,Lightning
52542,GOODSPRING,Lightning
52543,FORK,Lightning
52544,TRAMP,Lightning
52545,NORTH VALLEY,Utilities
52546,BEEF TRAIL,Lightning
52547,FAREWELL B,Lightning
52548,DOUBLE MTN,Lightning
52549,DRY,Lightning
52550,WESTSID CX,Lightning
52551,BLUE SPRIN,Lightning
52552,DIAMD V CX,Lightning
52553,DAMMERON,Lightning
52554,SUNRISE,Lightning
52555,OAK PATCH,Lightning
52556,COVE,Lightning
52559,PARK VALLE,Utilities
52562,WALL LAKE,Accidental
52563,BIXBY,Utilities
52564,IMELYAK,Lightning
52565,GOITER,Lightning
52566,DRAGON CLX,Lightning
52568,PINE RIDGE,Lightning
52570,HACKBERRY,Lightning
52571,WILDHORSE,Lightning
52572,TOPANGA,Other
52573,450 FOX CREEK WFU,Lightning
52576,I-5,Other
52578,UNIT 4-05-01,Lightning
52579,HEARTLAND,Lightning
52580,SHEEP,Lightning
52581,CLEAR LAKE,Other
52582,VEGAS,Lightning
52585,COALTON,Other
52589,MCLANE,Debris Burning
52590,WEATHER STATION,Other
52630,SNAKE ONE,Lightning
52631,MONROE CREEK,Other
52632,TRYON,Lightning
52635,BART,Other
52636,HUMBOLDT,Lightning
52638,FOUR CORNERS,Utilities
52641,MAURICIO CANYON ,Other
52643,OAKS ,Other
52645,JUNIPER CANYON,Other
52647,HAZARD LAKE,Lightning
52651,SPORTSMAN LAKE FIRE,Other
52654,ARBUCKLE FIRE,Other
52656,WEWOKA CR. FIRE,Other
52657,REVIVAL,Other
52658,ERICK FIRE,Other
52659,CLEAR VIEW FIRE,Other
52663,NO MANS LAND,Lightning
52664,WINDY,Other
52665,I-40,Other
52666,FLATSIDE,Lightning
52667,GOODALE,Lightning
52668,JACKASS,Lightning
52669,MARTINEZ,Lightning
52670,MARTINEZ II,Lightning
52672,TIGER,Lightning
52673,BEAR PAW,Other
52675,RUSH,Lightning
52676,SHARPS RIDGE,Lightning
52677,BEAR,Accidental
52678,WARM,Lightning
52679,POTATO,Lightning
52680,BLACK HORSE CREEK,Lightning
52681,VERDI (STONE RIDGE),Other
52682,SIERRA,Other
52683,BIG CREEK,Lightning
52684,DERBY,Lightning
52685,PASSAGE FALLS,Lightning
52686,JUNGLE,Lightning
52687,0564 - MAXWELL FIRE,Lightning
52688,ROBERTS TRACT,Lightning
52689,SPOTTED TAIL #3,Lightning
52691,SNOW CANYON,Lightning
52692,MILKSHAKE,Lightning
52694,BOUNDARY,Lightning
52696,HORSE,Accidental
52697,SHERWOOD,Lightning
52699,CUMMINGS,Lightning
52700,NORTH ELK,Lightning
52701,COLUMBIA COMPLEX,Lightning
52702,EAST ROARING,Lightning
52703,SAGE,Lightning
52704,RED MOUNTAIN,Accidental
52705,SOMES,Lightning
52706,TROUT CREEK,Lightning
52707,JIM CREEK,Lightning
52708,RATTLESNAKE,Lightning
52709,RALSTON,Other
52710,HUNTER,Lightning
52711,HANCOCK,Lightning
52712,PUZZLE,Other
52714,DUNCE WFU,Lightning
52715,DAY,Debris Burning
52716,PERKINS,Other
52717,KINGSLEY,Lightning
52718,PIGEON,Other
52719,TRIPOD COMPLEX,Lightning
52720,SPUR PEAK,Lightning
52721,TATOOSH,Lightning
52722,CLEAR CREEK,Lightning
52724,SHEEP CREEK WFU,Lightning
52725,RAINBOW,Lightning
52726,VAN METER,Lightning
52727,TAILHOLT CREEK,Lightning
52728,COUGAR,Lightning
52729,MEADOW,Lightning
52730,GREEN ACRES,Lightning
52732,BLACK BUTTE,Lightning
52733,0668 - LAKE GEORGE,Lightning
52734,0570  BLACK CRATER,Lightning
52735,FAMINE LAKE,Lightning
52737,CAVITY LAKE,Lightning
52738,MOUNT CARMEL,Utilities
52739,JUNIPER,Other
52740,SKATE,Lightning
52741,MONTEZUMA 1,Arson
52743,DOG VALLEY,Lightning
52745,DEVILS DEN,Lightning
52746,GASH,Arson
52749,SULPHUR MOUNTAIN,Lightning
52750,TAMARACK,Lightning
52751,TINPAN,Lightning
52752,THORN CREEK,Lightning
52754,JIM CREEK WFU,Lightning
52755,PURDY,Lightning
52756,LITTLE VENUS,Lightning
52757,BIA EMPIRE,Other
52758,BIALOCO,Utilities
52759,HARPER SWAMP,Arson
52760,DANIELS,Arson
52761,CHAMBERS,Other
52762,KENWORTHY,Utilities
52763,STONE MAN CHURCH,Lightning
52764,LUND,Lightning
52765,LIGHTNING COMPLEX,Lightning
52766,GOOD FIRE,Lightning
52767,RED WATER,Lightning
52768,NAVAJO MOUNTAIN 1,Lightning
52769,ASHLEY LAKE,Lightning
52770,WOLFE POINT #2,Arson
52771,BIRTHDAY2,Utilities
52772,OWL,Utilities
52773,HOWARD,Lightning
52774,BUFFALO RANCH,Lightning
52775,RED LAKE,Other
52776,NAGEETHLUK RIVER,Lightning
52777,KONESS RIVER,Lightning
52778,COLEEN RIVER,Lightning
52779,TAKSLESLUK NORTH,Lightning
52780,GRASS RIVER,Lightning
52781,JACOB,Lightning
52782,COTTONWOOD 3,Lightning
52783,WHITE HILLS COMPLEX,Lightning
52785,RICO,Lightning
52786,THREE ROCKS,Lightning
52787,SAWMILL,Other
52789,SAWTOOTH,Lightning
52790,QUAIL,Utilities
52792,THOMAS,Lightning
52793,DIVIDE,Lightning
52794,RABBIT,Lightning
52795,BEAR TRAP,Lightning
52796,MARTHAS MUD,Other
52797,CHERRY,Lightning
52798,DITTO REST,Lightning
52799,COLD,Utilities
52800,FRENCHIE,Lightning
52801,CRYSTAL,Lightning
52803,SAILOR CAP,Other
52804,OLD WIND,Utilities
52805,CHUBBY SPAIN,Lightning
52809,HWY 46 MM 7,Utilities
52810,3 WELLS,Lightning
52811,4WD,Utilities
52812,OWINZA,Lightning
52813,GOODTIME,Lightning
52814,BUNDY RAILROAD,Lightning
52815,DOVETAIL,Lightning
52816,LARB CREEK,Lightning
52817,HORTON HAY COMPLEX,Lightning
52818,BLACK PULASKI COMPLEX,Lightning
52819,LISCOMB CREEK,Utilities
52820,PACKER GULCH,Utilities
52823,HALL,Lightning
52824,305,Other
52825,GAP,Lightning
52826,LINEHAN,Lightning
52827,VIIRGINIA,Lightning
52828,STORMCLOUD,Lightning
52829,BOOTLEGGER,Lightning
52830,FRENCHIE,Lightning
52831,SUZIE,Lightning
52832,ELBURZ 1,Lightning
52833,SNEEKEE,Lightning
52834,NORTH ANTELOPE,Lightning
52835,MARBLE,Lightning
52836,WINTERS,Lightning
52837,BASCO,Lightning
52838,TAYLOR,Lightning
52839,GOPHER,Lightning
52840,CHARLESTON,Lightning
52841,TP,Lightning
52842,EAST HUMBOLDT,Lightning
52843,MUDD,Utilities
52844,WEBB,Lightning
52845,DEER,Lightning
52846,AMAZON,Lightning
52847,SHEEP,Lightning
52848,ROCKY,Lightning
52849,HIKO,Lightning
52851,SPRINGER,Lightning
52852,HAMBLY,Lightning
52853,RANGE,Lightning
52854,4 WHEELER,Lightning
52855,COLUMBUS,Lightning
52856,HIGBY,Lightning
52857,DUSKY,Lightning
52858,FWS 9,Lightning
52859,SAGE,Lightning
52860,POITO,Lightning
52861,SMELSER PASS,Lightning
52862,NORTH BLUE,Lightning
52863,TRIDENT,Lightning
52864,NEW YORK PEAK,Lightning
52865,CENTENNIAL,Arson
52866,ADOBE,Other
52867,PIPELINE,Lightning
52868,DIAMOND CRATERS,Lightning
52869,BASQUE WELLS,Lightning
52870,PUEBLO FIRE,Lightning
52871,GRANDDAD,Arson
52872,CRATERS,Lightning
52873,WILSON FIRE,Debris Burning
52874,0893 BAKER CANYON,Lightning
52875,JERRY WELLS,Lightning
52876,HAPPY VALLEY,Lightning
52877,FOSTER GULCH,Lightning
52878,MUD SPRINGS,Lightning
52879,STAR MTN,Lightning
52880,MOORES HOLLOW,Lightning
